Gene stable ID version,Rat gene stable ID,Mouse gene stable ID
ENSG00000010379.16,ENSRNOG00000012876,ENSMUSG00000030108
ENSG00000166405.16,ENSRNOG00000014691,ENSMUSG00000048330
ENSG00000163728.11,ENSRNOG00000011261,ENSMUSG00000027677
ENSG00000167604.15,ENSRNOG00000025111,ENSMUSG00000036931
ENSG00000073614.13,ENSRNOG00000010591,ENSMUSG00000030180
ENSG00000110057.9,ENSRNOG00000017703,ENSMUSG00000036908
ENSG00000076928.20,ENSRNOG00000020130,ENSMUSG00000040940
ENSG00000185104.21,ENSRNOG00000008523,ENSMUSG00000010517
ENSG00000284862.3,ENSRNOG00000011440,ENSMUSG00000027676
ENSG00000137496.19,ENSRNOG00000020150,ENSMUSG00000070427
ENSG00000120647.10,ENSRNOG00000037206,ENSMUSG00000030177
ENSG00000170004.19,ENSRNOG00000009722,ENSMUSG00000018474
ENSG00000205981.9,ENSRNOG00000049819,ENSMUSG00000027679
ENSG00000206932.1,ENSRNOG00000067488,ENSMUSG00000119024
ENSG00000114416.19,ENSRNOG00000051480,ENSMUSG00000027680
ENSG00000134532.20,ENSRNOG00000027869,ENSMUSG00000041540
ENSG00000085552.18,ENSRNOG00000008054,ENSMUSG00000037995
ENSG00000197674.8,ENSRNOG00000018612,ENSMUSG00000110008
ENSG00000197309.5,ENSRNOG00000039236,ENSMUSG00000050853
ENSG00000181958.5,ENSRNOG00000064878,ENSMUSG00000075090
ENSG00000175513.10,ENSRNOG00000027564,ENSMUSG00000039330
ENSG00000143374.18,ENSRNOG00000057194,ENSMUSG00000028107
ENSG00000105204.14,ENSRNOG00000019254,ENSMUSG00000002409
ENSG00000169994.20,ENSRNOG00000015035,ENSMUSG00000024388
ENSG00000196248.6,ENSRNOG00000058978,ENSMUSG00000049010
ENSG00000283787.2,ENSRNOG00000051534,ENSMUSG00000043795
ENSG00000189431.8,ENSRNOG00000064154,ENSMUSG00000098132
ENSG00000165912.16,ENSRNOG00000014204,ENSMUSG00000027257
ENSG00000220201.8,ENSRNOG00000042601,ENSMUSG00000079681
ENSG00000134574.12,ENSRNOG00000014071,ENSMUSG00000002109
ENSG00000090372.15,ENSRNOG00000016145,ENSMUSG00000030374
ENSG00000183395.5,ENSRNOG00000066777,ENSMUSG00000035383
ENSG00000182134.17,ENSRNOG00000020860,ENSMUSG00000041912
ENSG00000017427.17,ENSRNOG00000004517,ENSMUSG00000020053
ENSG00000174279.5,ENSRNOG00000001589,ENSMUSG00000001815
ENSG00000066405.13,ENSRNOG00000030386,ENSMUSG00000032473
ENSG00000173567.16,ENSRNOG00000024766,ENSMUSG00000067642
ENSG00000158163.15,ENSRNOG00000014746,ENSMUSG00000037784
ENSG00000134575.13,ENSRNOG00000013594,ENSMUSG00000002103
ENSG00000067715.15,ENSRNOG00000006426,ENSMUSG00000035864
ENSG00000118017.4,ENSRNOG00000042649,ENSMUSG00000037953
ENSG00000138231.14,ENSRNOG00000014588,ENSMUSG00000032469
ENSG00000114098.18,ENSRNOG00000014521,ENSMUSG00000032468
ENSG00000163492.16,ENSRNOG00000012580,ENSMUSG00000044033
ENSG00000181027.11,ENSRNOG00000016055,ENSMUSG00000048920
ENSG00000182177.15,ENSRNOG00000019557,ENSMUSG00000067081
ENSG00000072182.14,ENSRNOG00000019985,ENSMUSG00000033007
ENSG00000025434.19,ENSRNOG00000013172,ENSMUSG00000002108
ENSG00000138068.12,ENSRNOG00000049335,ENSMUSG00000038045
ENSG00000134250.21,ENSRNOG00000018835,ENSMUSG00000027878
ENSG00000119772.19,ENSRNOG00000026649,ENSMUSG00000020661
ENSG00000105281.12,ENSRNOG00000015948,ENSMUSG00000001918
ENSG00000132849.22,ENSRNOG00000007551,ENSMUSG00000061859
ENSG00000042753.12,ENSRNOG00000015865,ENSMUSG00000008036
ENSG00000176915.15,ENSRNOG00000060144,ENSMUSG00000029501
ENSG00000104805.17,ENSRNOG00000020889,ENSMUSG00000030824
ENSG00000247077.8,ENSRNOG00000037443,ENSMUSG00000029500
ENSG00000149182.15,ENSRNOG00000014429,ENSMUSG00000027255
ENSG00000115648.14,ENSRNOG00000019763,ENSMUSG00000026303
ENSG00000130254.12,ENSRNOG00000049511,ENSMUSG00000042625
ENSG00000181322.15,ENSRNOG00000031523,ENSMUSG00000046242
ENSG00000184922.15,ENSRNOG00000003207,ENSMUSG00000055805
ENSG00000175206.11,ENSRNOG00000008176,ENSMUSG00000041616
ENSG00000086015.23,ENSRNOG00000058476,ENSMUSG00000003810
ENSG00000071282.12,ENSRNOG00000005690,ENSMUSG00000057604
ENSG00000110395.8,ENSRNOG00000008444,ENSMUSG00000034342
ENSG00000139323.14,ENSRNOG00000024450,ENSMUSG00000019952
ENSG00000125046.16,ENSRNOG00000005734,ENSMUSG00000034387
ENSG00000174231.18,ENSRNOG00000003495,ENSMUSG00000020850
ENSG00000168003.19,ENSRNOG00000018487,ENSMUSG00000010095
ENSG00000188039.17,ENSRNOG00000052129,ENSMUSG00000048148
ENSG00000071677.1,ENSRNOG00000019871,ENSMUSG00000090550
ENSG00000124839.13,ENSRNOG00000052979,ENSMUSG00000026304
ENSG00000162409.12,ENSRNOG00000007706,ENSMUSG00000028518
ENSG00000196189.14,ENSRNOG00000019737,ENSMUSG00000028064
ENSG00000070961.17,ENSRNOG00000004026,ENSMUSG00000019943
ENSG00000150455.15,ENSRNOG00000021420,ENSMUSG00000032041
ENSG00000182533.7,ENSRNOG00000005798,ENSMUSG00000062694
ENSG00000084764.12,ENSRNOG00000008961,ENSMUSG00000029166
ENSG00000180914.11,ENSRNOG00000005806,ENSMUSG00000049112
ENSG00000077097.17,ENSRNOG00000048795,ENSMUSG00000017485
ENSG00000110066.16,ENSRNOG00000016790,ENSMUSG00000045098
ENSG00000119777.20,ENSRNOG00000008812,ENSMUSG00000038828
ENSG00000183207.15,ENSRNOG00000020793,ENSMUSG00000003868
ENSG00000121361.5,ENSRNOG00000013463,ENSMUSG00000030247
ENSG00000221978.13,ENSRNOG00000018691,ENSMUSG00000029068
ENSG00000151746.15,ENSRNOG00000036911,ENSMUSG00000003452
ENSG00000222363.1,ENSRNOG00000065331,ENSMUSG00000084555
ENSG00000142303.14,ENSRNOG00000008857,ENSMUSG00000024299
ENSG00000018236.15,ENSRNOG00000004438,ENSMUSG00000055022
ENSG00000181523.13,ENSRNOG00000064880,ENSMUSG00000005043
ENSG00000199077.3,ENSRNOG00000035542,ENSMUSG00000106336
ENSG00000149084.13,ENSRNOG00000009630,ENSMUSG00000027195
ENSG00000175707.10,ENSRNOG00000055933,ENSMUSG00000037600
ENSG00000084693.16,ENSRNOG00000008612,ENSMUSG00000029165
ENSG00000134258.18,ENSRNOG00000015279,ENSMUSG00000051076
ENSG00000122482.22,ENSRNOG00000002112,ENSMUSG00000049606
ENSG00000181045.15,ENSRNOG00000030537,ENSMUSG00000039908
ENSG00000187479.9,ENSRNOG00000055564,ENSMUSG00000087006
ENSG00000104783.15,ENSRNOG00000019440,ENSMUSG00000054342
ENSG00000138080.14,ENSRNOG00000008246,ENSMUSG00000029163
ENSG00000110900.16,ENSRNOG00000054360,ENSMUSG00000030351
ENSG00000159871.15,ENSRNOG00000019432,ENSMUSG00000030484
ENSG00000187961.15,ENSRNOG00000020302,ENSMUSG00002076083
ENSG00000143994.14,ENSRNOG00000025689,ENSMUSG00000006638
ENSG00000163462.19,ENSRNOG00000055433,ENSMUSG00000042766
ENSG00000013573.17,ENSRNOG00000051528,ENSMUSG00000035842
ENSG00000138073.14,ENSRNOG00000007141,ENSMUSG00000045302
ENSG00000173230.17,ENSRNOG00000030314,ENSMUSG00000034243
ENSG00000087191.14,ENSRNOG00000010038,ENSMUSG00000020708
ENSG00000116604.19,ENSRNOG00000031778,ENSMUSG00000001419
ENSG00000186143.11,ENSRNOG00000025726,ENSMUSG00000042888
ENSG00000163792.6,ENSRNOG00000025736,ENSMUSG00000006642
ENSG00000138074.15,ENSRNOG00000057628,ENSMUSG00000006641
ENSG00000197483.11,ENSRNOG00000038622,ENSMUSG00000074406
ENSG00000084774.14,ENSRNOG00000026474,ENSMUSG00000013629
ENSG00000163818.20,ENSRNOG00000006244,ENSMUSG00000025245
ENSG00000173825.7,ENSRNOG00000023318,ENSMUSG00000044390
ENSG00000204403.11,ENSRNOG00000033434,ENSMUSG00000025887
ENSG00000261221.5,ENSRNOG00000028628,ENSMUSG00000074405
ENSG00000167625.12,ENSRNOG00000047526,ENSMUSG00000046541
ENSG00000177427.13,ENSRNOG00000028208,ENSMUSG00000018599
ENSG00000142453.13,ENSRNOG00000031129,ENSMUSG00000032185
ENSG00000157014.11,ENSRNOG00000024053,ENSMUSG00000056952
ENSG00000176994.11,ENSRNOG00000005165,ENSMUSG00000049323
ENSG00000159314.13,ENSRNOG00000028569,ENSMUSG00000034255
ENSG00000152266.7,ENSRNOG00000014318,ENSMUSG00000059077
ENSG00000058262.11,ENSRNOG00000013743,ENSMUSG00000030082
ENSG00000130164.15,ENSRNOG00000009946,ENSMUSG00000032193
ENSG00000197601.14,ENSRNOG00000013176,ENSMUSG00000030759
ENSG00000115194.11,ENSRNOG00000006204,ENSMUSG00000029151
ENSG00000163793.13,ENSRNOG00000026578,ENSMUSG00000053856
ENSG00000137747.16,ENSRNOG00000016397,ENSMUSG00000037129
ENSG00000138100.14,ENSRNOG00000006146,ENSMUSG00000062077
ENSG00000182310.16,ENSRNOG00000039076,ENSMUSG00000080316
ENSG00000132155.14,ENSRNOG00000010153,ENSMUSG00000000441
ENSG00000278845.5,ENSRNOG00000010540,ENSMUSG00000018882
ENSG00000163794.6,ENSRNOG00000006090,ENSMUSG00000038676
ENSG00000115204.15,ENSRNOG00000049430,ENSMUSG00000107283
ENSG00000277399.6,ENSRNOG00000029245,ENSMUSG00000070337
ENSG00000274211.6,ENSRNOG00000059008,ENSMUSG00000038485
ENSG00000133884.11,ENSRNOG00000020892,ENSMUSG00000024826
ENSG00000105048.18,ENSRNOG00000028041,ENSMUSG00000064179
ENSG00000135406.15,ENSRNOG00000052880,ENSMUSG00000023484
ENSG00000277363.5,ENSRNOG00000011475,ENSMUSG00000038453
ENSG00000123352.18,ENSRNOG00000052307,ENSMUSG00000051934
ENSG00000166439.6,ENSRNOG00000026408,ENSMUSG00000058761
ENSG00000118363.13,ENSRNOG00000018164,ENSMUSG00000035227
ENSG00000169432.19,ENSRNOG00000006639,ENSMUSG00000075316
ENSG00000162139.10,ENSRNOG00000018106,ENSMUSG00000035239
ENSG00000170903.12,ENSRNOG00000022245,ENSMUSG00000041124
ENSG00000111450.15,ENSRNOG00000000936,ENSMUSG00000029428
ENSG00000182359.15,ENSRNOG00000069206,ENSMUSG00000025893
ENSG00000033627.18,ENSRNOG00000036814,ENSMUSG00000019302
ENSG00000149313.11,ENSRNOG00000005795,ENSMUSG00000025894
ENSG00000205531.14,ENSRNOG00000020615,ENSMUSG00000059119
ENSG00000116329.12,ENSRNOG00000010531,ENSMUSG00000050511
ENSG00000089163.4,ENSRNOG00000001151,ENSMUSG00000029524
ENSG00000154451.15,ENSRNOG00000032240,ENSMUSG00000105504
ENSG00000170890.14,ENSRNOG00000001153,ENSMUSG00000029522
ENSG00000129991.13,ENSRNOG00000018250,ENSMUSG00000035458
ENSG00000135097.7,ENSRNOG00000001156,ENSMUSG00000054256
ENSG00000011007.13,ENSRNOG00000010902,ENSMUSG00000028668
ENSG00000117305.15,ENSRNOG00000009422,ENSMUSG00000028672
ENSG00000155755.20,ENSRNOG00000024085,ENSMUSG00000038079
ENSG00000111786.10,ENSRNOG00000001163,ENSMUSG00000029538
ENSG00000167646.14,ENSRNOG00000038600,ENSMUSG00000055809
ENSG00000179163.12,ENSRNOG00000009325,ENSMUSG00000028673
ENSG00000121764.12,ENSRNOG00000013838,ENSMUSG00000028778
ENSG00000111432.5,ENSRNOG00000022784,ENSMUSG00000081683
ENSG00000084636.18,ENSRNOG00000031475,ENSMUSG00000040690
ENSG00000198056.16,ENSRNOG00000031993,ENSMUSG00000025395
ENSG00000177917.12,ENSRNOG00000005074,ENSMUSG00000026960
ENSG00000129990.15,ENSRNOG00000018217,ENSMUSG00000004961
ENSG00000139154.16,ENSRNOG00000008929,ENSMUSG00000030232
ENSG00000154146.13,ENSRNOG00000010688,ENSMUSG00000053310
ENSG00000019102.12,ENSRNOG00000033490,ENSMUSG00000001943
ENSG00000175093.5,ENSRNOG00000012862,ENSMUSG00000046997
ENSG00000080031.10,ENSRNOG00000058906,ENSMUSG00000035429
ENSG00000149564.12,ENSRNOG00000033217,ENSMUSG00000001946
ENSG00000121542.12,ENSRNOG00000043069,ENSMUSG00000034473
ENSG00000115073.8,ENSRNOG00000016789,ENSMUSG00000037351
ENSG00000120458.13,ENSRNOG00000009950,ENSMUSG00000042138
ENSG00000052126.17,ENSRNOG00000008747,ENSMUSG00000030231
ENSG00000173175.16,ENSRNOG00000002229,ENSMUSG00000022840
ENSG00000228486.11,ENSRNOG00000052570,ENSMUSG00000102416
ENSG00000154134.15,ENSRNOG00000030016,ENSMUSG00000032128
ENSG00000118046.17,ENSRNOG00000014287,ENSMUSG00000003068
ENSG00000104953.20,ENSRNOG00000006350,ENSMUSG00000034758
ENSG00000177535.10,ENSRNOG00000022244,ENSMUSG00000059610
ENSG00000203814.7,ENSRNOG00000070591,ENSMUSG00000105827
ENSG00000143164.16,ENSRNOG00000003078,ENSMUSG00000026571
ENSG00000179796.13,ENSRNOG00000005857,ENSMUSG00000045201
ENSG00000134533.6,ENSRNOG00000027592,ENSMUSG00000030222
ENSG00000176040.14,ENSRNOG00000002145,ENSMUSG00000033177
ENSG00000139289.15,ENSRNOG00000004019,ENSMUSG00000020205
ENSG00000177981.11,ENSRNOG00000010099,ENSMUSG00000048175
ENSG00000169554.23,ENSRNOG00000004677,ENSMUSG00000026872
ENSG00000154133.15,ENSRNOG00000049289,ENSMUSG00000032125
ENSG00000090539.16,ENSRNOG00000001750,ENSMUSG00000006958
ENSG00000177875.5,ENSRNOG00000021945,ENSMUSG00000029875
ENSG00000167528.13,ENSRNOG00000032447,ENSMUSG00000022987
ENSG00000149548.15,ENSRNOG00000032180,ENSMUSG00000034303
ENSG00000161091.15,ENSRNOG00000039858,ENSMUSG00000034854
ENSG00000165478.8,ENSRNOG00000009219,ENSMUSG00000046240
ENSG00000122435.11,ENSRNOG00000015140,ENSMUSG00000033439
ENSG00000135424.19,ENSRNOG00000007905,ENSMUSG00000025348
ENSG00000175143.5,ENSRNOG00000068637,ENSMUSG00000072707
ENSG00000120341.19,ENSRNOG00000005229,ENSMUSG00000026589
ENSG00000166181.13,ENSRNOG00000009689,ENSMUSG00000027193
ENSG00000174837.15,ENSRNOG00000046254,ENSMUSG00000004730
ENSG00000142224.18,ENSRNOG00000025571,ENSMUSG00000016524
ENSG00000182568.18,ENSRNOG00000012942,ENSMUSG00000023927
ENSG00000187144.11,ENSRNOG00000009058,ENSMUSG00000045004
ENSG00000006042.12,ENSRNOG00000021316,ENSMUSG00000035413
ENSG00000052841.16,ENSRNOG00000010495,ENSMUSG00000027194
ENSG00000141316.13,ENSRNOG00000006994,ENSMUSG00000053184
ENSG00000163848.21,ENSRNOG00000001789,ENSMUSG00000022811
ENSG00000181109.3,ENSRNOG00000068910,ENSMUSG00000073924
ENSG00000176148.16,ENSRNOG00000042576,ENSMUSG00000027175
ENSG00000186868.18,ENSRNOG00000005133,ENSMUSG00000018411
ENSG00000187166.1,ENSRNOG00000029545,ENSMUSG00000048077
ENSG00000060709.17,ENSRNOG00000022893,ENSMUSG00000029420
ENSG00000153086.14,ENSRNOG00000003884,ENSMUSG00000026348
ENSG00000176102.13,ENSRNOG00000012089,ENSMUSG00000027176
ENSG00000176601.14,ENSRNOG00000003952,ENSMUSG00000051590
ENSG00000168811.8,ENSRNOG00000009468,ENSMUSG00000027776
ENSG00000110422.12,ENSRNOG00000011358,ENSMUSG00000027177
ENSG00000130173.14,ENSRNOG00000011490,ENSMUSG00000047822
ENSG00000160117.16,ENSRNOG00000017156,ENSMUSG00000046295
ENSG00000173950.16,ENSRNOG00000001729,ENSMUSG00000047434
ENSG00000114331.16,ENSRNOG00000001730,ENSMUSG00000049076
ENSG00000127220.6,ENSRNOG00000000054,ENSMUSG00000007950
ENSG00000115839.19,ENSRNOG00000003953,ENSMUSG00000036104
ENSG00000196498.15,ENSRNOG00000001004,ENSMUSG00000029478
ENSG00000110427.17,ENSRNOG00000011132,ENSMUSG00000068373
ENSG00000130312.7,ENSRNOG00000017552,ENSMUSG00000034880
ENSG00000130311.11,ENSRNOG00000039417,ENSMUSG00000074247
ENSG00000135363.12,ENSRNOG00000009401,ENSMUSG00000032698
ENSG00000074855.11,ENSRNOG00000058662,ENSMUSG00000034863
ENSG00000179270.7,ENSRNOG00000008942,ENSMUSG00000044375
ENSG00000144152.13,ENSRNOG00000017550,ENSMUSG00000027386
ENSG00000135387.21,ENSRNOG00000009152,ENSMUSG00000027184
ENSG00000176749.9,ENSRNOG00000068243,ENSMUSG00000048895
ENSG00000176658.17,ENSRNOG00000003276,ENSMUSG00000035441
ENSG00000189058.9,ENSRNOG00000048273,ENSMUSG00000022548
ENSG00000130299.17,ENSRNOG00000023403,ENSMUSG00000007610
ENSG00000144161.14,ENSRNOG00000017647,ENSMUSG00000027387
ENSG00000136546.17,ENSRNOG00000029342,ENSMUSG00000034810
ENSG00000113966.11,ENSRNOG00000001689,ENSMUSG00000022722
ENSG00000207047.2,ENSRNOG00000052156,ENSMUSG00000064612
ENSG00000183671.13,ENSRNOG00000045532,ENSMUSG00000046856
ENSG00000144771.8,ENSRNOG00000067759,ENSMUSG00000045776
ENSG00000157388.20,ENSRNOG00000013147,ENSMUSG00000015968
ENSG00000138356.14,ENSRNOG00000015354,ENSMUSG00000063558
ENSG00000135372.10,ENSRNOG00000008663,ENSMUSG00000027185
ENSG00000266714.11,ENSRNOG00000042445,ENSMUSG00000034427
ENSG00000129315.12,ENSRNOG00000053054,ENSMUSG00000011960
ENSG00000130300.9,ENSRNOG00000017676,ENSMUSG00000034845
ENSG00000269720.3,ENSRNOG00000062469,ENSMUSG00000108900
ENSG00000141971.14,ENSRNOG00000017949,ENSMUSG00000031813
ENSG00000185046.21,ENSRNOG00000024870,ENSMUSG00000058589
ENSG00000130304.17,ENSRNOG00000018170,ENSMUSG00000031808
ENSG00000196535.20,ENSRNOG00000033101,ENSMUSG00000000631
ENSG00000158816.16,ENSRNOG00000016553,ENSMUSG00000028753
ENSG00000115295.21,ENSRNOG00000008806,ENSMUSG00000024059
ENSG00000117013.17,ENSRNOG00000060435,ENSMUSG00000028631
ENSG00000207971.1,ENSRNOG00000035550,ENSMUSG00000093354
ENSG00000179862.7,ENSRNOG00000046607,ENSMUSG00000070803
ENSG00000207994.1,ENSRNOG00000035502,ENSMUSG00000093011
ENSG00000110076.21,ENSRNOG00000021103,ENSMUSG00000033768
ENSG00000081277.13,ENSRNOG00000010076,ENSMUSG00000026413
ENSG00000135517.9,ENSRNOG00000003132,ENSMUSG00000025389
ENSG00000120094.9,ENSRNOG00000008506,ENSMUSG00000018973
ENSG00000176422.14,ENSRNOG00000003127,ENSMUSG00000051346
ENSG00000173917.11,ENSRNOG00000008365,ENSMUSG00000075588
ENSG00000135423.13,ENSRNOG00000031612,ENSMUSG00000044005
ENSG00000120093.12,ENSRNOG00000008313,ENSMUSG00000048763
ENSG00000174307.7,ENSRNOG00000009068,ENSMUSG00000041801
ENSG00000159176.14,ENSRNOG00000008937,ENSMUSG00000026421
ENSG00000171777.17,ENSRNOG00000033744,ENSMUSG00000030589
ENSG00000182742.6,ENSRNOG00000008191,ENSMUSG00000038692
ENSG00000284038.1,ENSRNOG00000035535,ENSMUSG00000065519
ENSG00000120075.6,ENSRNOG00000008010,ENSMUSG00000038700
ENSG00000108511.10,ENSRNOG00000007823,ENSMUSG00000000690
ENSG00000260027.5,ENSRNOG00000007611,ENSMUSG00000038721
ENSG00000120068.7,ENSRNOG00000007585,ENSMUSG00000056648
ENSG00000170689.10,ENSRNOG00000007573,ENSMUSG00000020875
ENSG00000198700.10,ENSRNOG00000007418,ENSMUSG00000041879
ENSG00000170425.4,ENSRNOG00000002922,ENSMUSG00000018500
ENSG00000214941.8,ENSRNOG00000002970,ENSMUSG00000014243
ENSG00000163464.8,ENSRNOG00000048239,ENSMUSG00000048480
ENSG00000163466.16,ENSRNOG00000014289,ENSMUSG00000006304
ENSG00000198892.7,ENSRNOG00000007369,ENSMUSG00000041889
ENSG00000076067.14,ENSRNOG00000003076,ENSMUSG00000040043
ENSG00000134369.16,ENSRNOG00000008425,ENSMUSG00000009418
ENSG00000011295.16,ENSRNOG00000002977,ENSMUSG00000042298
ENSG00000179921.15,ENSRNOG00000058260,ENSMUSG00000064272
ENSG00000152936.11,ENSRNOG00000015910,ENSMUSG00000054966
ENSG00000127837.10,ENSRNOG00000014399,ENSMUSG00000006299
ENSG00000141027.23,ENSRNOG00000055246,ENSMUSG00000018501
ENSG00000111305.19,ENSRNOG00000008518,ENSMUSG00000030206
ENSG00000186364.12,ENSRNOG00000037217,ENSMUSG00000028100
ENSG00000161243.10,ENSRNOG00000050453,ENSMUSG00000037463
ENSG00000135926.15,ENSRNOG00000014797,ENSMUSG00000006301
ENSG00000131788.16,ENSRNOG00000021218,ENSMUSG00000028101
ENSG00000255307.2,ENSRNOG00000025819,ENSMUSG00000043948
ENSG00000175485.3,ENSRNOG00000049480,ENSMUSG00000073906
ENSG00000125740.15,ENSRNOG00000046667,ENSMUSG00000003545
ENSG00000180878.3,ENSRNOG00000030818,ENSMUSG00000078611
ENSG00000051009.11,ENSRNOG00000017408,ENSMUSG00000044465
ENSG00000139567.13,ENSRNOG00000028713,ENSMUSG00000000530
ENSG00000108312.16,ENSRNOG00000020937,ENSMUSG00000020923
ENSG00000079387.15,ENSRNOG00000022260,ENSMUSG00000033075
ENSG00000132259.13,ENSRNOG00000017609,ENSMUSG00000030897
ENSG00000110148.10,ENSRNOG00000017679,ENSMUSG00000030898
ENSG00000265241.8,ENSRNOG00000021215,ENSMUSG00000038374
ENSG00000167615.18,ENSRNOG00000018642,ENSMUSG00000035545
ENSG00000116489.13,ENSRNOG00000003688,ENSMUSG00000055357
ENSG00000166313.20,ENSRNOG00000018020,ENSMUSG00000037032
ENSG00000152556.17,ENSRNOG00000057988,ENSMUSG00000033065
ENSG00000131864.11,ENSRNOG00000029106,ENSMUSG00000055780
ENSG00000252750.1,ENSRNOG00000059607,ENSMUSG00000088970
ENSG00000155366.17,ENSRNOG00000012630,ENSMUSG00000002233
ENSG00000105146.14,ENSRNOG00000015825,ENSMUSG00000070837
ENSG00000018280.17,ENSRNOG00000014956,ENSMUSG00000026177
ENSG00000199121.4,ENSRNOG00000035608,ENSMUSG00000065468
ENSG00000184599.14,ENSRNOG00000030253,ENSMUSG00000055865
ENSG00000155363.19,ENSRNOG00000012946,ENSMUSG00000002227
ENSG00000160551.12,ENSRNOG00000015692,ENSMUSG00000017291
ENSG00000012061.17,ENSRNOG00000017839,ENSMUSG00000003549
ENSG00000127838.15,ENSRNOG00000014806,ENSMUSG00000026179
ENSG00000054938.17,ENSRNOG00000018394,ENSMUSG00000030732
ENSG00000129245.13,ENSRNOG00000011876,ENSMUSG00000018765
ENSG00000158428.4,ENSRNOG00000037835,ENSMUSG00000073650
ENSG00000161533.12,ENSRNOG00000008755,ENSMUSG00000020777
ENSG00000172318.6,ENSRNOG00000007625,ENSMUSG00000034780
ENSG00000166435.17,ENSRNOG00000026503,ENSMUSG00000035211
ENSG00000079805.19,ENSRNOG00000007649,ENSMUSG00000033335
ENSG00000152291.15,ENSRNOG00000014617,ENSMUSG00000056429
ENSG00000186407.7,ENSRNOG00000036726,ENSMUSG00000048498
ENSG00000042445.14,ENSRNOG00000014090,ENSMUSG00000056666
ENSG00000172794.20,ENSRNOG00000059793,ENSMUSG00000020732
ENSG00000120656.14,ENSRNOG00000048288,ENSMUSG00000028899
ENSG00000115459.18,ENSRNOG00000038102,ENSMUSG00000056698
ENSG00000197780.11,ENSRNOG00000020315,ENSMUSG00000048100
ENSG00000136628.18,ENSRNOG00000002393,ENSMUSG00000026615
ENSG00000127616.22,ENSRNOG00000009271,ENSMUSG00000032187
ENSG00000139546.12,ENSRNOG00000042355,ENSMUSG00000023051
ENSG00000062282.15,ENSRNOG00000016573,ENSMUSG00000030747
ENSG00000073711.11,ENSRNOG00000022999,ENSMUSG00000043154
ENSG00000166436.18,ENSRNOG00000014373,ENSMUSG00000031026
ENSG00000162813.18,ENSRNOG00000002378,ENSMUSG00000026617
ENSG00000186104.11,ENSRNOG00000011367,ENSMUSG00000030670
ENSG00000109062.12,ENSRNOG00000003232,ENSMUSG00000020733
ENSG00000110680.14,ENSRNOG00000011130,ENSMUSG00000030669
ENSG00000109065.12,ENSRNOG00000003264,ENSMUSG00000015542
ENSG00000114054.14,ENSRNOG00000015869,ENSMUSG00000032527
ENSG00000067704.10,ENSRNOG00000002368,ENSMUSG00000026618
ENSG00000110321.19,ENSRNOG00000017158,ENSMUSG00000005610
ENSG00000135100.19,ENSRNOG00000001183,ENSMUSG00000029556
ENSG00000042493.16,ENSRNOG00000013668,ENSMUSG00000056737
ENSG00000207624.1,ENSRNOG00000035482,ENSMUSG00000065581
ENSG00000118873.17,ENSRNOG00000002353,ENSMUSG00000039318
ENSG00000109066.14,ENSRNOG00000025669,ENSMUSG00000045980
ENSG00000161509.14,ENSRNOG00000003280,ENSMUSG00000020734
ENSG00000126746.19,ENSRNOG00000017066,ENSMUSG00000038346
ENSG00000177728.17,ENSRNOG00000004032,ENSMUSG00000020747
ENSG00000118640.11,ENSRNOG00000012748,ENSMUSG00000050732
ENSG00000237388.3,ENSRNOG00000069601,ENSMUSG00000075073
ENSG00000168899.5,ENSRNOG00000012659,ENSMUSG00000073002
ENSG00000134954.14,ENSRNOG00000008941,ENSMUSG00000032035
ENSG00000151067.23,ENSRNOG00000007090,ENSMUSG00000051331
ENSG00000168890.14,ENSRNOG00000061100,ENSMUSG00000055912
ENSG00000222370.1,ENSRNOG00000054381,ENSMUSG00002075146
ENSG00000174579.5,ENSRNOG00000023021,ENSMUSG00000066415
ENSG00000168883.20,ENSRNOG00000010930,ENSMUSG00000056305
ENSG00000143776.20,ENSRNOG00000002841,ENSMUSG00000026490
ENSG00000187672.15,ENSRNOG00000015148,ENSMUSG00000040640
ENSG00000163508.13,ENSRNOG00000042140,ENSMUSG00000032446
ENSG00000167244.22,ENSRNOG00000020369,ENSMUSG00000048583
ENSG00000139370.12,ENSRNOG00000000962,ENSMUSG00000029416
ENSG00000168887.11,ENSRNOG00000011713,ENSMUSG00000058706
ENSG00000168878.19,ENSRNOG00000010761,ENSMUSG00000056370
ENSG00000151948.12,ENSRNOG00000000961,ENSMUSG00000049971
ENSG00000284779.3,ENSRNOG00000069809,ENSMUSG00000115302
ENSG00000150672.19,ENSRNOG00000022635,ENSMUSG00000052572
ENSG00000169507.10,ENSRNOG00000004966,ENSMUSG00000061171
ENSG00000111641.13,ENSRNOG00000018453,ENSMUSG00000038279
ENSG00000132196.16,ENSRNOG00000002826,ENSMUSG00000026675
ENSG00000152292.18,ENSRNOG00000013605,ENSMUSG00000052631
ENSG00000127603.32,ENSRNOG00000016047,ENSMUSG00000028649
ENSG00000131368.9,ENSRNOG00000010912,ENSMUSG00000014551
ENSG00000173706.15,ENSRNOG00000001793,ENSMUSG00000075254
ENSG00000207456.1,ENSRNOG00000069622,ENSMUSG00000088622
ENSG00000143942.5,ENSRNOG00000070799,ENSMUSG00000020309
ENSG00000119737.6,ENSRNOG00000022176,ENSMUSG00000043999
ENSG00000068878.15,ENSRNOG00000060340,ENSMUSG00000040850
ENSG00000163938.17,ENSRNOG00000028461,ENSMUSG00000042354
